ID,Enrollment_status,Age_at_enrollment_years,Age_current_years,Sex,Age_at_gonadectomy_categorical,Region_of_residence,Body_condition_categorical,Primary_endpoint,Primary_endpoint_diagnosis_tier,Age_at_primary_endpoint_diagnosis_years,Age_at_death_or_ltf_years,Cause_of_death_cancer_yes_no,Total_follow_up_time_years,Necropsy_performed_yes_no
grlsIGPYD4ZZ,Enrolled,0.61,7.44,Female Spayed,>5 yrs,South,Normal,,,,,,7.44,
grlsIGWA7XOO,Enrolled,1.82,8.55,Male Intact,Intact,South,Overweight,,,,,,8.55,
grlsSIUOU188,Enrolled,0.9,8.02,Male Intact,Intact,South,Overweight,,,,,,8.02,
grlsTE8Q40BB,Enrolled,1.95,9.02,Male Neutered,6 mo - 1 yr,Pacific,Normal,Lymphoma,1,8.91,,,9.02,
grls81EERCKK,LTF,0.61,1.63,Male Intact,Intact,Midwest,Normal,,,,1.63,,1.63,
grlsC223U4UU,Enrolled,1.33,8.33,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,8.33,
grlsAQOKMLFF,Enrolled,0.85,7.95,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.95,
grls2RKFZ177,Enrolled,1.59,7.93,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,7.93,
grls9DPP0XEE,Enrolled,1.69,8.61,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,8.61,
grlsECY6GTPP,Enrolled,0.68,7.69,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,7.69,
grlsVN8SZRSS,Enrolled,1.51,8.58,Male Neutered,2 - 5 yrs,Pacific,Overweight,,,,,,8.58,
grlsGJF1SXX,Enrolled,2.05,9.04,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,9.04,
grlsHOYLOKSS,Enrolled,0.58,7.44,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.44,
grlsF2IBC5,Enrolled,1.43,8.54,Male Intact,Intact,Mountain,Overweight,,,,,,8.54,
grlsQUXWQL66,LTF,2.12,3.15,Male Intact,Intact,South,Normal,,,,3.15,,3.15,
grlsZJU5H900,Enrolled,1.34,8.3,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,8.3,
grlsIPOJG8FF,LTF,1.31,3.17,Male Neutered,<= 6 mo,Midwest,Overweight,,,,3.17,,3.17,
grlsQZAMFHKK,LTF,1.26,2.19,Female Intact,Intact,Northeast,Overweight,,,,2.19,,2.19,
grlsP2Y0WRFF,Enrolled,1.52,8.37,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,8.37,
grls4P20GZ55,Enrolled,0.7,7.59,Female Spayed,>5 yrs,Northeast,Normal,,,,,,7.59,
grls3ABT155,LTF,0.58,2.53,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,2.53,,2.53,
grls7EYMKCMM,Enrolled,0.67,7.49,Female Spayed,2 - 5 yrs,Mountain,Normal,,,,,,7.49,
grlsL6EF95KK,Enrolled,1.15,7.45,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,7.45,
grlsG8XK3MII,Enrolled,1.1,8.11,Male Neutered,1 - 2 yrs,Pacific,Normal,,,,,,8.11,
grlsJXT6SU11,Enrolled,2,9.16,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,9.16,
grls4O03PLJJ,Enrolled,0.76,7.41,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.41,
grls3V6P5EEE,Enrolled,1.49,7.72,Male Neutered,2 - 5 yrs,Northeast,Overweight,,,,,,7.72,
grlsY3XUGPQQ,Enrolled,1.65,8.6,Female Spayed,2 - 5 yrs,Mountain,,,,,,,8.6,
grlsTCDZZ655,Enrolled,1.23,7.91,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.91,
grlsSAJ8O6TT,Enrolled,1.43,7.85,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,7.85,
grlsXIZKQHH,LTF,1.99,1.9,Female Intact,Intact,Pacific,Normal,,,,1.9,,1.9,
grls5MTLQQPP,LTF,1.99,1.9,Male Intact,Intact,Pacific,Overweight,,,,1.9,,1.9,
grlsYSZQQYUU,Enrolled Deceased,1.88,5.49,Female Intact,Intact,South,Normal,,,,5.49,0,5.49,No
grlsNAR05OO,Enrolled,0.66,7.44,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,7.44,
grlsS7Y0MC88,Enrolled,1.11,8.31,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.31,
grlsH6W309DD,Enrolled,1.5,8.44,Female Spayed,<= 6 mo,South,Overweight,,,,,,8.44,
grls6225DWII,LTF,1.06,2.14,Female Intact,Intact,South,Overweight,,,,2.14,,2.14,
grlsQKFD6FFF,Enrolled,1.37,8.57,Male Intact,Intact,South,Overweight,,,,,,8.57,
grls8PUQHOCC,Enrolled,2.15,9.06,Male Intact,Intact,Mountain,Overweight,,,,,,9.06,
grlsBT5OGSHH,Enrolled,0.67,7.5,Female Spayed,6 mo - 1 yr,Northeast,,,,,,,7.5,
grlsZ941ZF66,Enrolled,2.1,9.16,Male Intact,Intact,South,Normal,,,,,,9.16,
grlsIXNMCD33,Enrolled,2.1,9.16,Male Intact,Intact,South,Normal,,,,,,9.16,
grlsNLCY6W88,Enrolled,0.58,7.57,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,7.57,
grls405NWMQQ,Enrolled Deceased,1.95,6.33,Male Intact,Intact,South,Overweight,,,,6.33,1,6.33,No
grls8TET2OXX,LTF,0.65,1.69,Female Intact,Intact,Midwest,Normal,,,,1.69,,1.69,
grlsUAWU14KK,Enrolled,1.52,8.56,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,8.56,
grlsUKMB15HH,Enrolled,1,7.95,Female Spayed,>5 yrs,Midwest,Normal,,,,,,7.95,
grls9G4WHCTT,Enrolled,1.33,7.99,Female Spayed,2 - 5 yrs,Midwest,,,,,,,7.99,
grlsLSYOPJRR,Enrolled,1.12,7.5,Male Intact,Intact,Midwest,,,,,,,7.5,
grlsRHRNJYHH,Enrolled,0.7,7.46,Female Spayed,1 - 2 yrs,Mountain,Overweight,,,,,,7.46,
grlsW9VLDHDD,Enrolled,1.04,8.25,Male Intact,Intact,South,Normal,,,,,,8.25,
grls16CFUCUU,LTF,2.2,2.98,Female Intact,Intact,Pacific,Normal,,,,2.98,,2.98,
grlsMN3IWOCC,Enrolled,1.21,7.53,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.53,
grls879JEY55,Enrolled,0.87,7.57,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.57,
grlsX3RHMZXX,Enrolled,1.22,8.05,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.05,
grlsT54AUYOO,Enrolled,2.01,8.68,Female Spayed,<= 6 mo,Midwest,Obese,,,,,,8.68,
grlsU83MFF44,Enrolled Deceased,0.66,3.93,Male Intact,Intact,Northeast,Normal,Hemangiosarcoma,1,3.93,3.93,1,3.93,Yes
grlsC8TTG8NN,Enrolled,0.92,7.84,Female Spayed,>5 yrs,Pacific,Normal,,,,,,7.84,
grlsJRUZH4TT,Enrolled,1.5,8.22,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,8.22,
grlsIL8LVK99,Enrolled,1.27,8.09,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,8.09,
grlsH2NY21KK,LTF,1.48,1.45,Male Intact,Intact,Northeast,Overweight,,,,1.45,,1.45,
grls9IT3JWBB,Enrolled,1.03,7.82,Female Spayed,6 mo - 1 yr,South,Obese,,,,,,7.82,
grlsDNITGKFF,Enrolled,2.17,9,Female Spayed,>5 yrs,Pacific,,,,,,,9,
grlsMJNZJKDD,Enrolled,1.65,8.48,Male Intact,Intact,Pacific,,,,,,,8.48,
grls4THCKBII,LTF,0.72,3.12,Female Spayed,2 - 5 yrs,Pacific,Overweight,,,,3.12,,3.12,
grlsVERNOQ77,Enrolled,0.94,8.05,Male Neutered,2 - 5 yrs,South,Overweight,,,,,,8.05,
grlsI426LMZZ,Enrolled,1.38,8.55,Male Intact,Intact,Mountain,Normal,,,,,,8.55,
grls2WLM3RII,Enrolled,1.31,8.17,Male Neutered,6 mo - 1 yr,Midwest,,,,,,,8.17,
grls3GG6Z3GG,Enrolled,1.38,8.43,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.43,
grlsU3OJ2BLL,Enrolled,0.85,7.82,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,7.82,
grlsBE58TRUU,Enrolled,1.37,8.18,Female Spayed,2 - 5 yrs,South,Normal,,,,,,8.18,
grls3F95H0TT,Enrolled,0.93,8.13,Female Intact,Intact,South,Normal,,,,,,8.13,
grlsU8TSK5XX,Enrolled,1.78,8.9,Male Intact,Intact,Northeast,Overweight,,,,,,8.9,
grlsKGJ5C7DD,Enrolled,0.98,8.16,Male Neutered,6 mo - 1 yr,South,Overweight,,,,,,8.16,
grlsKLCB9Q55,Enrolled,1.76,8.65,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.65,
grls9MYOR7II,Enrolled,1.83,8.51,Male Neutered,<= 6 mo,South,Overweight,,,,,,8.51,
grlsGU5BXPDD,Enrolled,1.4,8.32,Male Neutered,6 mo - 1 yr,Pacific,,,,,,,8.32,
grlsT5Z3CLL,Enrolled,1.23,7.6,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,7.6,
grls1R5W1DNN,Enrolled,1.11,8.31,Male Neutered,6 mo - 1 yr,South,,,,,,,8.31,
grls9OQ73NSS,Enrolled,1.09,8.22,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,8.22,
grlsVBZCK688,Enrolled,2.06,8.9,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,8.9,
grlsCK0ZKIOO,Enrolled,1.42,8.28,Female Spayed,6 mo - 1 yr,South,Overweight,Lymphoma,1,8.22,,,8.28,
grls0PXYZ6BB,Enrolled,1.48,8.41,Male Intact,Intact,South,Normal,,,,,,8.41,
grlsS1MBLX,Enrolled Deceased,1.56,6.38,Female Intact,Intact,South,Normal,,,,6.38,1,6.38,Yes
grls7EQ7E0EE,Enrolled,1.96,9.13,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,9.13,
grlsAV8T0BGG,Enrolled,0.88,7.86,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,7.86,
grlsFZ8E7JJ,LTF,1.53,1.45,Female Intact,Intact,Northeast,Normal,,,,1.45,,1.45,
grls2BX4WH88,Enrolled,1.44,8.39,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.39,
grlsD7WKWN99,Enrolled,1.52,8.63,Female Spayed,6 mo - 1 yr,Midwest,,,,,,,8.63,
grls8T8GJ1HH,Enrolled,0.99,8.15,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,8.15,
grlsUI65W8ZZ,Enrolled,2.03,9.01,Male Intact,Intact,Mountain,Normal,,,,,,9.01,
grls63AIN977,Enrolled,0.65,7.7,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,7.7,
grlsVGVC9DJJ,Enrolled,0.63,7.69,Female Spayed,<= 6 mo,South,Overweight,,,,,,7.69,
grlsOLFTEORR,Enrolled,1.46,8.37,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,8.37,
grlsA5PHKWWW,Enrolled,1.32,7.58,Male Intact,Intact,South,Normal,,,,,,7.58,
grls3Q4SZH77,Enrolled,0.79,7.44,Female Spayed,2 - 5 yrs,Northeast,,,,,,,7.44,
grlsCYU5TJWW,Enrolled,1.48,8.1,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.1,
grls36J0POXX,Enrolled,0.77,7.72,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,,,7.72,
grls0HJ94YAA,Enrolled,1.62,8.52,Female Spayed,2 - 5 yrs,Northeast,Overweight,,,,,,8.52,
grlsTGTS90YY,Enrolled,0.56,7.72,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,7.72,
grls5SCT2RNN,Enrolled,2.16,8.9,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,8.9,
grlsTETO34MM,Enrolled,1.18,8.11,Male Intact,Intact,Northeast,Normal,,,,,,8.11,
grlsTGQMBL11,Enrolled Deceased,1.07,7.09,Female Intact,Intact,Northeast,Normal,Lymphoma,1,7.09,7.09,0,7.09,Yes
grlsW20FSBVV,Enrolled,1.36,8.51,Female Spayed,1 - 2 yrs,Mountain,Overweight,,,,,,8.51,
grlsCH06411,Enrolled,1.36,8.51,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,8.51,
grlsX1Q3RTUU,Enrolled,1.24,8.21,Male Neutered,>5 yrs,Northeast,Normal,,,,,,8.21,
grlsCIKG01XX,Enrolled,1.91,8.89,Female Spayed,2 - 5 yrs,Northeast,Overweight,,,,,,8.89,
grlsMG8OL6DD,Enrolled,0.57,7.38,Male Neutered,>5 yrs,South,Normal,,,,,,7.38,
grlsKC9OFFBB,Enrolled,0.94,8.03,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,8.03,
grls41067500,Enrolled,0.58,7.75,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.75,
grlsP90RNOJJ,Enrolled Deceased,2.37,8.52,Female Spayed,1 - 2 yrs,Northeast,Overweight,Hemangiosarcoma,1,8.52,8.52,1,8.52,Yes
grls9GMRJACC,Enrolled Deceased,2.02,8.73,Female Spayed,>5 yrs,South,Normal,,,,8.73,1,8.73,Yes
grlsQY72IOII,Enrolled,0.82,7.78,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,7.78,
grls9GSIT1NN,LTF,1.36,3.34,Male Neutered,<= 6 mo,South,Normal,,,,3.34,,3.34,
grlsY9V8LZAA,Enrolled Deceased,1.32,2.56,Female Intact,Intact,Northeast,Normal,,,,2.56,0,2.56,Yes
grlsS7AZ3O33,Enrolled,0.98,7.45,Female Spayed,1 - 2 yrs,Northeast,,,,,,,7.45,
grlsP17EHTZZ,LTF,0.59,1.74,Male Intact,Intact,Pacific,Normal,,,,1.74,,1.74,
grlsYS5D3CVV,Enrolled,1.17,7.92,Female Spayed,>5 yrs,Northeast,,,,,,,7.92,
grlsIG55M1RR,Enrolled,1.21,7.47,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,7.47,
grlsSVIPIZOO,Enrolled,1.06,7.6,Female Spayed,2 - 5 yrs,South,,,,,,,7.6,
grlsP8VUB3JJ,Enrolled Deceased,1.87,8.6,Female Spayed,<= 6 mo,Mountain,Overweight,,,,8.6,0,8.6,No
grlsA6H4Q3RR,LTF,1.57,2.71,Male Neutered,1 - 2 yrs,South,Overweight,,,,2.71,,2.71,
grlsD6YYECTT,Enrolled,1.99,8.98,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.98,
grlsVCM4OI66,Enrolled,1.92,9.08,Female Spayed,2 - 5 yrs,Pacific,,,,,,,9.08,
grls31IQ8100,Enrolled,0.67,7.38,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.38,
grls6FX6E7KK,Enrolled,0.59,7.66,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.66,
grlsH1QJM00,Enrolled,0.9,7.99,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.99,
grlsVN3MJIYY,Enrolled,2.32,9.16,Male Intact,Intact,Northeast,Normal,,,,,,9.16,
grlsTE9FC4FF,Enrolled,0.58,7.51,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.51,
grlsKW598GUU,Enrolled,1.25,7.72,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,7.72,
grlsOMPOVPZZ,Enrolled,0.87,7.51,Male Neutered,<= 6 mo,Midwest,Obese,,,,,,7.51,
grlsZVMB3999,Enrolled,0.91,7.72,Male Neutered,2 - 5 yrs,Pacific,Overweight,,,,,,7.72,
grlsQ92M8HH,Enrolled,1.32,8.13,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.13,
grlsTGJ10066,LTF,2.13,5.1,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,5.1,,5.1,
grlsE0OXG9PP,Enrolled Deceased,1.12,7.45,Male Intact,Intact,South,Normal,Hemangiosarcoma,2,7.45,7.45,1,7.45,No
grlsXI10FQTT,Enrolled,1.91,8.34,Female Spayed,>5 yrs,South,,,,,,,8.34,
grls10PF8W99,Enrolled,0.75,7.38,Male Neutered,2 - 5 yrs,Pacific,Overweight,,,,,,7.38,
grlsHRHVYENN,Enrolled Deceased,2.32,6.41,Male Neutered,6 mo - 1 yr,South,Overweight,Lymphoma,3,6.4,6.41,1,6.41,Yes
grlsTTQ7Y3TT,Enrolled,0.7,7.58,Female Intact,Intact,Northeast,Normal,,,,,,7.58,
grlsJVU0S099,Enrolled,1.2,7.67,Female Intact,Intact,South,Overweight,,,,,,7.67,
grls3GUOWNLL,Enrolled,1.14,8.08,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.08,
grls68PRDIRR,LTF,0.84,1.86,Male Intact,Intact,Mountain,Overweight,,,,1.86,,1.86,
grlsNQJFUC77,LTF,0.73,2.77,Male Neutered,6 mo - 1 yr,South,Overweight,,,,2.77,,2.77,
grlsKK91TIOO,Enrolled,0.98,7.4,Male Intact,Intact,South,Normal,,,,,,7.4,
grls7O2759MM,Enrolled,0.84,7.54,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,7.54,
grls4NJPKUQQ,Enrolled,1.95,8.9,Male Intact,Intact,Midwest,Normal,,,,,,8.9,
grls4QHNBV77,Enrolled,2.02,8.96,Female Intact,Intact,Midwest,Overweight,,,,,,8.96,
grlsDSSQ5M66,Enrolled,1.4,7.72,Male Intact,Intact,Northeast,Overweight,,,,,,7.72,
grls9L20RMHH,Enrolled,1.69,7.96,Female Intact,Intact,Northeast,Normal,,,,,,7.96,
grlsSJP1SWLL,Enrolled,1.6,8.63,Male Neutered,<= 6 mo,South,Overweight,,,,,,8.63,
grlsWC1EM55,Enrolled,1.4,8.47,Female Spayed,>5 yrs,South,Normal,,,,,,8.47,
grls2RWXEJ,Enrolled,1.48,8.52,Female Spayed,6 mo - 1 yr,Northeast,,,,,,,8.52,
grlsVCVG4GHH,Enrolled,2.15,9.18,Female Spayed,2 - 5 yrs,Midwest,Normal,,,,,,9.18,
grlsGYD8YY55,Enrolled,2.18,9.18,Male Neutered,2 - 5 yrs,Midwest,Overweight,,,,,,9.18,
grlsP0XFO2EE,Enrolled,0.65,7.71,Male Neutered,<= 6 mo,Midwest,Overweight,,,,,,7.71,
grls9ZZR7ZGG,Enrolled,1.36,8.19,Female Spayed,1 - 2 yrs,South,Normal,,,,,,8.19,
grlsZPEBWWNN,LTF,2.22,3.88,Male Intact,Intact,South,Normal,,,,3.88,,3.88,
grls7CEE0QXX,Enrolled,1.26,7.97,Female Intact,Intact,South,Overweight,,,,,,7.97,
grls43MMLM88,Enrolled,1.07,8.14,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,8.14,
grlsNJ3YMTMM,Enrolled,1.79,8.92,Male Intact,Intact,South,Normal,,,,,,8.92,
grlsPGOOG3SS,Enrolled,1.2,7.98,Female Spayed,2 - 5 yrs,South,Normal,,,,,,7.98,
grlsOV7BLQBB,Enrolled,0.64,7.36,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,7.36,
grlsV1BY0FBB,Enrolled,0.99,7.5,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.5,
grls5V8XKYGG,Enrolled,0.56,7.4,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.4,
grlsP3SMJZ22,Enrolled,1.69,8.03,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,8.03,
grlsGB9P9CGG,Enrolled,2.68,9.3,Male Neutered,>5 yrs,Mountain,Normal,,,,,,9.3,
grlsQKOQHW88,Enrolled,0.59,7.29,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,7.29,
grlsT4M7GGFF,Enrolled,1.17,7.97,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.97,
grlsGSPDWVBB,Enrolled,0.62,7.39,Female Spayed,>5 yrs,Midwest,Normal,,,,,,7.39,
grlsNJEU1XDD,Enrolled,1.59,8.45,Female Spayed,1 - 2 yrs,Mountain,Overweight,,,,,,8.45,
grls056TCYEE,LTF,1.13,1.09,Female Intact,Intact,South,Normal,,,,1.09,,1.09,
grlsDN0KY22,Enrolled,0.94,8.05,Female Spayed,>5 yrs,South,Normal,,,,,,8.05,
grls7I2V5P33,Enrolled,1.98,8.88,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.88,
grlsYYGBVB22,LTF,2.07,3.04,Female Intact,Intact,South,Normal,,,,3.04,,3.04,
grlsQGR0BLLL,Enrolled,2.07,8.57,Female Intact,Intact,South,Obese,,,,,,8.57,
grls3HLLJM00,Enrolled,1.15,8.29,Male Intact,Intact,Midwest,Normal,,,,,,8.29,
grlsFLW1MFII,Enrolled Deceased,1.85,5.79,Female Spayed,2 - 5 yrs,South,Overweight,,,,5.79,1,5.79,Yes
grlsDZ82BBB,Enrolled,1.58,8.69,Female Spayed,2 - 5 yrs,Northeast,Obese,,,,,,8.69,
grls8GO0ZMDD,Enrolled,1.64,8.53,Male Neutered,<= 6 mo,South,,,,,,,8.53,
grls2JD757FF,Enrolled,1.34,7.95,Male Neutered,<= 6 mo,South,Overweight,,,,,,7.95,
grlsJEYTK7OO,Enrolled,1.08,8.15,Female Spayed,2 - 5 yrs,Midwest,Overweight,,,,,,8.15,
grls9V2Q8BSS,Enrolled,1.23,8.06,Female Spayed,6 mo - 1 yr,Midwest,Obese,,,,,,8.06,
grls18Y45LVV,LTF,1.14,1.14,Male Intact,Intact,Midwest,Overweight,,,,1.14,,1.14,
grlsCMH4LVV,LTF,1.31,3.25,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,3.25,,3.25,
grlsCP1HGMJJ,Enrolled,2,9.09,Male Neutered,<= 6 mo,Northeast,Overweight,,,,,,9.09,
grls94MT90BB,Enrolled,0.7,7.55,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,7.55,
grlsJ9D617PP,Enrolled,1.11,7.94,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,7.94,
grls2Y64A1ZZ,Enrolled,2,9.01,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,9.01,
grlsPYUC6ZTT,Enrolled,2,9.01,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,9.01,
grlsHJDFNY99,Enrolled,0.58,7.65,Male Intact,Intact,South,Normal,,,,,,7.65,
grls59NQ2KXX,LTF,1.46,1.41,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,1.41,,1.41,
grlsC9UK4ZOO,Enrolled,0.59,7.59,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,7.59,
grls52LTK855,Enrolled,0.74,7.4,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,7.4,
grls03UREW44,Enrolled,1.15,8.13,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,8.13,
grlsEBWSTBVV,LTF,1.26,4.18,Female Spayed,<= 6 mo,South,Normal,,,,4.18,,4.18,
grls1FDQRRR,Enrolled,0.61,7.38,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,7.38,
grlsU9AK2966,Enrolled,0.64,7.64,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.64,
grlsOQDZ9033,Enrolled,1.03,7.35,Female Spayed,<= 6 mo,Midwest,,,,,,,7.35,
grlsWWOAB388,Enrolled,0.59,7.42,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.42,
grlsDRI8OU00,Enrolled,1.29,8.18,Female Spayed,2 - 5 yrs,South,Normal,,,,,,8.18,
grls50E5H8LL,Enrolled,0.77,7.65,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,,,7.65,
grls9H8LZW33,LTF,1.07,1.98,Male Intact,Intact,Midwest,Normal,,,,1.98,,1.98,
grlsE71JILHH,Enrolled,1.36,8.23,Female Spayed,>5 yrs,Mountain,Normal,,,,,,8.23,
grlsMCG4MF66,Enrolled,1.38,8.13,Male Intact,Intact,South,,,,,,,8.13,
grlsGL9S86MM,Enrolled Deceased,2,7.04,Female Spayed,1 - 2 yrs,South,Overweight,,,,7.04,1,7.04,No
grlsZP2OXS55,Enrolled,1.59,8.14,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.14,
grls4223EFHH,Enrolled,1.37,8.18,Male Neutered,6 mo - 1 yr,Northeast,,,,,,,8.18,
grlsPTB4KOYY,Enrolled,1.18,7.52,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.52,
grls81TX7QQQ,Enrolled,1.36,8.23,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.23,
grlsYLW7GC55,Enrolled,0.68,7.38,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,7.38,
grls4E3UX6YY,Enrolled,1.61,8.68,Male Neutered,<= 6 mo,Pacific,Overweight,,,,,,8.68,
grls988OLG66,Enrolled,0.86,7.81,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,7.81,
grlsCR9BWCVV,Enrolled,1.66,8.75,Female Spayed,<= 6 mo,Mountain,Overweight,,,,,,8.75,
grlsQ3H96F99,LTF,1.52,6.47,Male Neutered,<= 6 mo,Midwest,Normal,,,,6.47,,6.47,
grls69UW98GG,Enrolled,0.75,7.34,Male Neutered,<= 6 mo,Pacific,Normal,,,,,,7.34,
grls0RIBHKKK,Enrolled,2.28,8.6,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.6,
grlsESPFWVBB,Enrolled,0.85,7.92,Male Intact,Intact,South,Normal,,,,,,7.92,
grlsF0YBE88,Enrolled,1.57,8.7,Female Spayed,1 - 2 yrs,Midwest,Overweight,,,,,,8.7,
grlsKJQXVR88,Enrolled,1.49,8.51,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,8.51,
grlsJXNRRRLL,Enrolled,1.18,8.29,Male Intact,Intact,Midwest,Obese,,,,,,8.29,
grlsLEL2TR77,Enrolled,1.6,8.07,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,8.07,
grls755V4MEE,LTF,1.97,1.88,Male Intact,Intact,Mountain,Overweight,,,,1.88,,1.88,
grlsK5CWL6FF,Enrolled,1.41,7.65,Female Spayed,1 - 2 yrs,Midwest,Overweight,,,,,,7.65,
grlsHTKHH0CC,Enrolled Deceased,1.14,7.72,Male Neutered,1 - 2 yrs,Mountain,Normal,Hemangiosarcoma,1,7.67,7.72,1,7.72,No
grlsLVQJRFVV,Enrolled,2.04,8.43,Male Intact,Intact,Mountain,Normal,,,,,,8.43,
grls4NJZP088,Enrolled,1,7.9,Female Spayed,>5 yrs,Mountain,Overweight,,,,,,7.9,
grls68OB35EE,Enrolled,0.65,7.76,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,7.76,
grlsCZWY5277,Enrolled,0.91,7.41,Female Intact,Intact,Northeast,Normal,,,,,,7.41,
grls7PGZ1RNN,Enrolled,1.04,8.15,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.15,
grls3US5YZJJ,Enrolled Deceased,1.52,5.86,Female Spayed,<= 6 mo,Northeast,Overweight,,,,5.86,0,5.86,No
grls8VMEW0YY,Enrolled Deceased,0.56,4.67,Female Spayed,6 mo - 1 yr,Midwest,Overweight,Hemangiosarcoma,1,4.67,4.67,1,4.67,No
grlsXBF62NFF,Enrolled,1.05,8,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,8,
